iteration45.tre,100,100,100,85.71,100,100,100,90.91,85.71,100
iteration46.tre,100,100,100,87.5,100,100,100,100,100,100
iteration47.tre,100,100,100,90.91,100,100,100,90,94.12,100
iteration48.tre,100,100,100,100,100,100,93.33,90.91,91.67,100
iteration49.tre,100,100,100,100,90,100,91.67,100,100,94.44
iteration50.tre,100,100,100,88.89,100,92.31,100,100,100,100
iteration51.tre,100,100,100,100,100,100,100,100,91.67,93.75
iteration52.tre,100,100,100,100,100,100,100,100,90.91,100
iteration53.tre,100,100,90,88.89,100,100,100,100,85.71,93.75
iteration54.tre,100,100,100,88.89,91.67,100,100,100,90.91,100
iteration55.tre,100,100,90,100,90.91,100,90.91,100,100,100
iteration56.tre,100,100,100,100,100,88.89,100,93.33,100,94.74
iteration57.tre,100,100,100,100,100,85.71,90.91,100,100,94.44
iteration58.tre,75,100,100,100,100,92.31,100,100,100,93.75
iteration59.tre,100,100,100,100,100,92.86,90.91,100,93.75,100
iteration60.tre,100,100,100,100,100,100,100,100,100,100
iteration61.tre,100,100,100,100,88.89,91.67,100,93.75,93.75,100
iteration62.tre,100,85.71,100,88.89,100,100,100,100,90,100
iteration63.tre,100,100,100,100,100,100,100,100,93.33,100
iteration64.tre,100,100,100,88.89,100,100,100,100,100,100
iteration65.tre,80,100,100,100,92.31,87.5,100,100,94.44,94.74
iteration66.tre,100,83.33,83.33,100,100,100,92.31,85.71,100,100
iteration67.tre,83.33,100,100,90,100,100,94.12,93.75,90,100
iteration68.tre,100,100,100,100,100,100,100,93.75,91.67,100
iteration69.tre,80,100,100,88.89,100,91.67,93.75,100,85.71,100
iteration70.tre,100,100,100,100,92.31,100,100,94.12,95,94.44
iteration71.tre,100,100,100,100,93.75,100,93.75,94.44,100,100
iteration72.tre,100,100,100,100,90,100,100,100,91.67,100
iteration73.tre,100,100,100,100,92.86,90.91,90.91,92.31,94.12,100
iteration74.tre,100,100,88.89,100,100,100,100,91.67,92.31,100
iteration75.tre,100,100,100,88.89,100,90.91,92.86,100,94.44,100
iteration76.tre,85.71,100,100,92.86,100,100,100,88.89,92.86,100
iteration77.tre,100,100,100,100,91.67,100,92.86,100,93.33,100
iteration78.tre,100,100,100,100,100,100,100,100,100,100
iteration79.tre,100,100,100,100,100,100,100,100,93.33,100
iteration80.tre,100,100,100,100,100,92.31,100,100,100,94.74
iteration81.tre,100,87.5,100,100,100,100,100,100,94.12,100
iteration82.tre,100,100,90,100,100,100,93.33,100,100,100
iteration83.tre,100,100,100,100,100,100,90.91,93.33,93.33,94.74
iteration84.tre,100,100,100,93.33,100,100,100,90.91,100,93.75
iteration85.tre,100,100,91.67,100,100,100,91.67,100,100,100
iteration86.tre,100,100,88.89,85.71,100,100,92.86,90,90,100
iteration87.tre,100,100,85.71,100,88.89,100,93.75,100,94.44,100
iteration88.tre,100,100,100,100,88.89,100,100,92.86,87.5,100
iteration89.tre,75,100,100,100,100,88.89,100,100,92.86,100
iteration90.tre,100,100,100,100,88.89,100,100,93.33,100,100
iteration91.tre,100,100,100,100,100,100,100,100,100,100
iteration92.tre,100,100,90,100,90,100,100,93.75,93.75,100
iteration93.tre,100,100,100,100,100,100,100,94.12,100,100
iteration94.tre,100,83.33,100,100,100,100,100,100,91.67,100
iteration95.tre,100,88.89,100,88.89,100,100,100,100,92.86,94.44
iteration96.tre,100,100,100,100,100,100,100,93.75,100,94.74
iteration97.tre,100,100,100,88.89,90,90,100,100,90.91,94.74
iteration98.tre,100,100,100,100,92.31,100,91.67,100,88.89,100
iteration99.tre,100,100,100,87.5,100,90.91,93.33,92.31,100,100
iteration100.tre,100,100,100,100,100,90.91,93.75,91.67,100,94.44
