,15,20,30,40,50,60,70,80,90,100
iteration1.tre,100,100,100,100,88.89,75,100,85.71,100,94.74
iteration2.tre,100,100,85.71,100,100,100,100,92.86,100,100
iteration3.tre,100,100,100,100,100,100,100,100,100,100
iteration4.tre,100,100,100,91.67,100,100,100,100,94.74,100
iteration5.tre,100,100,100,100,100,92.31,100,100,92.31,100
iteration6.tre,100,100,88.89,100,87.5,100,100,100,91.67,100
iteration7.tre,100,100,100,100,100,88.89,91.67,91.67,100,100
iteration8.tre,100,100,88.89,100,100,100,100,93.33,93.33,100
iteration9.tre,100,100,100,87.5,90,100,100,92.31,95.24,94.74
iteration10.tre,100,100,100,100,100,100,100,100,94.12,93.75
iteration11.tre,100,100,100,100,100,90,100,94.12,93.75,100
iteration12.tre,100,100,90,100,90,100,92.31,100,100,100
iteration13.tre,100,100,100,88.89,90.91,100,100,100,100,94.74
iteration14.tre,100,100,100,100,100,100,93.33,94.44,94.12,100
iteration15.tre,100,100,100,100,100,90.91,91.67,85.71,87.5,100
iteration16.tre,100,100,87.5,100,91.67,100,100,100,94.12,93.75
iteration17.tre,100,100,100,88.89,91.67,100,100,100,100,100
iteration18.tre,100,100,92.31,100,100,90,100,100,100,93.75
iteration19.tre,100,100,85.71,85.71,100,100,100,100,100,100
iteration20.tre,100,100,100,100,90,100,100,100,92.86,100
iteration21.tre,100,100,100,100,100,100,100,94.12,100,94.44
iteration22.tre,100,100,87.5,100,100,100,100,91.67,100,100
iteration23.tre,100,100,100,100,100,100,91.67,100,93.75,93.75
iteration24.tre,100,100,100,100,100,92.31,91.67,100,92.31,100
iteration25.tre,100,100,85.71,100,100,92.31,100,100,91.67,100
iteration26.tre,100,100,75,100,92.31,100,100,94.12,90,100
iteration27.tre,100,100,100,100,100,92.31,100,90.91,100,100
iteration28.tre,100,100,100,100,100,93.33,100,100,100,93.75
iteration29.tre,100,100,88.89,100,90,100,92.31,100,90.91,94.44
iteration30.tre,100,100,91.67,100,90,87.5,100,92.86,94.44,100
iteration31.tre,100,100,100,100,100,100,91.67,100,100,100
iteration32.tre,100,100,83.33,100,85.71,100,100,85.71,100,100
iteration33.tre,100,100,100,100,100,100,90,100,93.33,100
iteration34.tre,100,100,100,100,100,100,90.91,100,94.44,94.74
iteration35.tre,100,83.33,85.71,100,92.86,100,94.44,100,92.31,100
iteration36.tre,100,100,100,100,100,88.89,88.89,100,88.89,93.75
iteration37.tre,100,85.71,100,90,90.91,90,100,90.91,92.86,93.75
iteration38.tre,100,100,100,90,100,100,92.86,92.86,100,100
iteration39.tre,100,100,88.89,90,100,100,100,100,100,100
iteration40.tre,80,100,100,100,91.67,100,100,100,93.75,100
iteration41.tre,100,100,100,100,100,100,100,95,93.75,94.44
iteration42.tre,100,100,100,100,100,100,100,92.86,92.86,100
iteration43.tre,100,100,100,100,75,100,90,100,100,94.74
iteration44.tre,100,100,92.86,100,100,90.91,100,100,94.12,100
