,15,20,30,40,50,60,70,80,90,100
iteration1.tre,7,5,9,8,9,4,12,7,15,19
iteration2.tre,7,8,7,10,13,11,11,14,17,23
iteration3.tre,5,5,6,11,13,17,11,17,21,21
iteration4.tre,5,4,8,12,11,12,13,16,19,23
iteration5.tre,5,7,9,11,10,13,13,20,13,18
iteration6.tre,5,7,9,8,8,10,14,15,12,23
iteration7.tre,6,5,9,10,12,9,12,12,17,21
iteration8.tre,5,7,9,9,9,13,15,15,15,21
iteration9.tre,7,7,5,8,10,15,14,13,21,19
iteration10.tre,4,9,12,13,8,15,10,19,17,16
iteration11.tre,4,7,10,9,10,10,17,17,16,22
iteration12.tre,6,6,10,8,10,12,13,17,11,22
iteration13.tre,5,6,10,9,11,15,12,16,21,19
iteration14.tre,3,7,8,8,11,11,15,18,17,21
iteration15.tre,2,4,4,11,16,11,12,7,8,18
iteration16.tre,5,2,8,7,12,15,12,12,17,16
iteration17.tre,4,7,9,9,12,11,13,17,19,14
iteration18.tre,6,6,13,10,11,10,15,14,14,16
iteration19.tre,5,8,7,7,12,13,12,12,19,18
iteration20.tre,5,9,11,9,10,13,15,18,14,21
iteration21.tre,5,5,8,10,13,17,18,17,18,18
iteration22.tre,8,5,8,13,10,10,13,12,13,23
iteration23.tre,4,10,7,6,12,11,12,14,16,16
iteration24.tre,4,8,9,8,12,13,12,28,13,23
iteration25.tre,6,6,7,9,11,13,13,12,12,19
iteration26.tre,4,7,4,10,13,14,10,17,10,22
iteration27.tre,5,8,6,11,11,13,17,11,20,18
iteration28.tre,6,9,8,6,9,15,14,18,24,16
iteration29.tre,5,7,9,7,10,18,13,15,11,18
iteration30.tre,5,6,12,10,10,8,12,14,18,23
iteration31.tre,5,8,10,10,12,14,12,16,15,21
iteration32.tre,5,6,6,10,7,15,11,7,19,21
iteration33.tre,3,7,9,9,12,10,10,15,15,23
iteration34.tre,6,7,11,7,14,9,11,14,18,19
iteration35.tre,5,6,7,7,14,20,18,16,13,21
iteration36.tre,4,6,8,8,9,9,9,14,9,16
iteration37.tre,4,7,6,10,11,10,15,11,14,16
iteration38.tre,5,9,9,10,12,12,14,14,15,18
iteration39.tre,5,6,9,10,8,13,15,11,16,18
iteration40.tre,5,6,10,13,12,11,19,15,16,22
iteration41.tre,6,6,7,11,12,11,12,20,16,18
iteration42.tre,4,7,9,11,15,8,17,14,14,19
iteration43.tre,4,4,6,10,4,16,10,15,17,19
iteration44.tre,5,4,14,12,10,11,11,15,17,23
iteration45.tre,5,8,7,7,15,11,16,11,7,23
