iteration46.tre,5,6,7,8,12,12,12,13,15,23
iteration47.tre,6,5,11,11,13,12,14,10,17,18
iteration48.tre,7,7,8,8,10,13,15,11,12,14
iteration49.tre,4,4,7,9,10,14,12,13,22,18
iteration50.tre,6,5,7,9,7,13,11,18,20,18
iteration51.tre,5,6,9,9,11,15,9,16,12,16
iteration52.tre,5,6,13,9,10,12,15,18,11,22
iteration53.tre,3,7,10,9,9,13,13,13,7,16
iteration54.tre,5,4,6,9,12,11,15,19,11,18
iteration55.tre,4,4,10,10,11,13,11,14,15,23
iteration56.tre,4,7,10,10,11,9,15,15,13,19
iteration57.tre,3,7,8,11,10,7,11,16,20,18
iteration58.tre,4,5,9,11,12,13,14,11,19,16
iteration59.tre,6,7,8,11,12,14,11,12,16,18
iteration60.tre,6,7,8,10,9,16,10,19,17,21
iteration61.tre,5,6,10,11,9,12,11,16,16,22
iteration62.tre,4,7,10,9,15,15,16,17,10,22
iteration63.tre,6,7,10,14,12,13,12,13,15,23
iteration64.tre,6,8,8,9,8,13,13,17,17,18
iteration65.tre,5,8,8,12,13,8,17,11,18,19
iteration66.tre,4,6,6,9,12,18,13,7,13,23
iteration67.tre,6,6,10,10,17,16,17,16,10,23
iteration68.tre,6,4,10,7,11,9,11,16,12,21
iteration69.tre,5,4,8,9,10,12,16,13,7,18
iteration70.tre,6,6,8,9,13,17,12,17,20,18
iteration71.tre,3,8,9,10,16,14,16,18,20,23
iteration72.tre,6,5,9,10,10,18,15,12,12,18
iteration73.tre,6,5,8,10,14,11,11,13,17,22
iteration74.tre,6,5,9,11,12,20,12,12,13,23
iteration75.tre,6,5,7,9,11,11,14,18,18,23
iteration76.tre,7,7,9,14,8,15,12,9,14,19
iteration77.tre,7,4,9,10,12,13,14,10,15,23
iteration78.tre,4,7,8,9,9,15,11,13,14,19
iteration79.tre,2,7,8,11,15,10,21,13,15,23
iteration80.tre,4,5,10,11,13,13,14,22,17,19
iteration81.tre,7,8,8,15,11,17,19,19,17,22
iteration82.tre,6,6,10,11,13,6,15,18,15,18
iteration83.tre,3,6,7,9,10,11,11,15,15,19
iteration84.tre,4,7,7,15,10,16,15,11,16,16
iteration85.tre,5,6,12,10,13,10,12,21,17,23
iteration86.tre,5,6,9,7,12,11,14,10,10,19
iteration87.tre,6,6,7,11,9,10,16,17,18,18
iteration88.tre,4,5,8,9,9,14,8,14,8,18
iteration89.tre,4,8,5,9,11,9,13,15,14,23
iteration90.tre,6,6,9,9,9,16,11,15,16,23
iteration91.tre,4,5,9,8,14,11,10,14,20,19
iteration92.tre,3,6,10,9,10,10,16,16,16,18
iteration93.tre,6,5,7,7,15,11,17,17,23,19
iteration94.tre,5,6,8,11,10,16,12,12,12,18
iteration95.tre,3,9,7,9,11,14,15,14,14,18
iteration96.tre,4,6,8,10,11,8,14,16,19,19
iteration97.tre,5,8,7,9,10,10,11,16,11,19
iteration98.tre,4,5,8,11,13,14,12,19,9,18
iteration99.tre,6,6,7,8,10,11,15,13,11,21
iteration100.tre,4,6,8,10,12,11,16,12,20,18
